* atan2Rev1
[-inf,inf] | [-inf,-4] | [-inf,inf]
[0.5,0.5] | [0.5,inf] | [-inf,inf]
[0.5,1] | [0.5,inf] | [-inf,inf]
[0.5,1.5] | [0.5,inf] | [-inf,inf]
[0.5,inf] | [0.5,inf] | [-inf,inf]
[1,1] | [0.5,inf] | [-inf,inf]
[1,1.5] | [0.5,inf] | [-inf,inf]
[1,inf] | [0.5,inf] | [-inf,inf]
[1.5,1.5] | [0.5,inf] | [-inf,inf]
[1.5,inf] | [0.5,inf] | [-inf,inf]


[-inf,0.5] | [1,1] | [-inf,inf]
[-inf,1] | [1,1] | [-inf,inf]
[-inf,1.5] | [1,1] | [-inf,inf]
[-inf,inf] | [1,1] | [-inf,inf]
[-1,0.5] | [1,1] | [-inf,inf]
[-1,1] | [1,1] | [-inf,inf]
[-1,1.5] | [1,1] | [-inf,inf]
[-1,inf] | [1,1] | [-inf,inf]
[0,0.5] | [1,1] | [-inf,inf]
[0,1] | [1,1] | [-inf,inf]
[0,1.5] | [1,1] | [-inf,inf]
[0,inf] | [1,1] | [-inf,inf]
[0.5,0.5] | [1,1] | [-inf,inf]
[0.5,1] | [1,1] | [-inf,inf]
[0.5,1.5] | [1,1] | [-inf,inf]
[0.5,inf] | [1,1] | [-inf,inf]
[1,1] | [1,1] | [-inf,inf]
[1,1.5] | [1,1] | [-inf,inf]
[1,inf] | [1,1] | [-inf,inf]
[1.5,1.5] | [1,1] | [-inf,inf]
[1.5,inf] | [1,1] | [-inf,inf]

[-inf,0.5] | [1,1.5] | [-inf,inf]
[-inf,1] | [1,1.5] | [-inf,inf]
[-inf,1.5] | [1,1.5] | [-inf,inf]
[-inf,inf] | [1,1.5] | [-inf,inf]
[-1,0.5] | [1,1.5] | [-inf,inf]
[-1,1] | [1,1.5] | [-inf,inf]
[-1,1.5] | [1,1.5] | [-inf,inf]
[-1,inf] | [1,1.5] | [-inf,inf]
[0,0.5] | [1,1.5] | [-inf,inf]
[0,1] | [1,1.5] | [-inf,inf]
[0,1.5] | [1,1.5] | [-inf,inf]
[0,inf] | [1,1.5] | [-inf,inf]
[0.5,0.5] | [1,1.5] | [-inf,inf]
[0.5,1] | [1,1.5] | [-inf,inf]
[0.5,1.5] | [1,1.5] | [-inf,inf]
[0.5,inf] | [1,1.5] | [-inf,inf]
[1,1] | [1,1.5] | [-inf,inf]
[1,1.5] | [1,1.5] | [-inf,inf]
[1,inf] | [1,1.5] | [-inf,inf]
[1.5,1.5] | [1,1.5] | [-inf,inf]
[1.5,inf] | [1,1.5] | [-inf,inf]

[-inf,0.5] | [1,inf] | [-inf,inf]
[-inf,1] | [1,inf] | [-inf,inf]
[-inf,1.5] | [1,inf] | [-inf,inf]
[-inf,inf] | [1,inf] | [-inf,inf]
[-1,0.5] | [1,inf] | [-inf,inf]
[-1,1] | [1,inf] | [-inf,inf]
[-1,1.5] | [1,inf] | [-inf,inf]
[-1,inf] | [1,inf] | [-inf,inf]
[0,0.5] | [1,inf] | [-inf,inf]
[0,1] | [1,inf] | [-inf,inf]
[0,1.5] | [1,inf] | [-inf,inf]
[0,inf] | [1,inf] | [-inf,inf]
[0.5,0.5] | [1,inf] | [-inf,inf]
[0.5,1] | [1,inf] | [-inf,inf]
[0.5,1.5] | [1,inf] | [-inf,inf]
[0.5,inf] | [1,inf] | [-inf,inf]
[1,1] | [1,inf] | [-inf,inf]
[1,1.5] | [1,inf] | [-inf,inf]
[1,inf] | [1,inf] | [-inf,inf]
[1.5,1.5] | [1,inf] | [-inf,inf]
[1.5,inf] | [1,inf] | [-inf,inf]

# c contains 1 and x at 0
[1,1] | [1,1] | [-inf,0]
[1,1] | [1,1] | [0,0.5]

